agent_id,condition,run_number,session_number,story_points,has_task_breakdown,quant_estimates,section_headers,response_length,explicit_blocking,progress_tracking,team_coordination,dependency_mention,time_planning
Anubis,N,8,1,0,False,0,3,668,False,True,False,False,False
Anubis,N,8,1,0,True,0,2,736,False,False,False,False,True
Anubis,S,8,1,0,True,0,2,748,False,True,True,False,True
Anubis,S,8,1,1,True,0,0,721,False,False,True,False,False
Anubis,S,8,1,0,False,0,0,765,False,False,False,False,True
Anubis,S,8,1,0,False,0,2,784,False,True,True,False,True
Anubis,S,8,1,0,True,0,0,759,False,False,False,False,False
Anubis,S,8,1,0,True,0,1,752,False,True,False,False,True
Anubis,S,8,1,0,False,0,2,820,False,True,False,False,True
Anubis,S,8,1,0,True,0,0,722,False,False,False,False,False
Anubis,S,8,1,0,False,0,0,758,False,False,False,False,False
Anubis,S,8,1,0,False,0,3,767,False,False,False,False,True
Anubis,N,3,1,0,False,0,2,778,False,True,False,False,True
Anubis,N,3,1,0,True,0,0,712,False,False,False,False,False
Anubis,N,3,1,0,True,0,1,746,False,False,False,False,True
Anubis,N,3,1,0,False,0,3,742,False,True,False,False,True
Anubis,N,3,1,0,True,0,0,734,False,False,True,False,False
Anubis,N,3,1,0,False,2,0,771,False,True,False,False,True
Anubis,N,3,1,0,False,0,2,762,False,False,False,False,True
Anubis,N,3,1,0,False,0,0,780,False,False,False,False,False
Anubis,N,3,1,0,False,0,0,692,False,False,False,False,True
Anubis,N,3,1,0,False,0,3,787,False,True,True,False,True
Anubis,P,8,1,0,False,0,3,767,True,True,False,False,True
Anubis,P,8,1,1,True,0,0,719,False,False,False,False,False
Anubis,P,8,1,0,True,0,1,776,False,True,False,False,False
Anubis,P,8,1,0,False,0,2,728,False,False,False,False,True
Anubis,P,8,1,0,True,0,0,668,False,False,True,False,False
Anubis,P,8,1,0,False,0,0,773,False,True,False,False,True
Anubis,P,8,1,0,True,0,2,790,False,True,True,False,True
Anubis,P,8,1,0,True,0,0,756,False,False,False,False,False
Anubis,P,8,1,0,True,0,1,782,False,True,False,False,False
Anubis,P,8,1,0,False,0,2,796,False,False,False,False,True
Anubis,B,8,1,0,False,0,2,825,False,True,True,False,True
Anubis,B,8,1,1,True,0,0,720,False,False,False,False,False
Anubis,B,8,1,0,False,0,3,733,False,True,False,False,True
Anubis,B,8,1,0,False,0,2,806,False,True,False,False,True
Anubis,B,8,1,1,False,0,0,733,False,False,False,False,False
Anubis,B,8,1,0,False,0,0,722,False,False,False,False,True
Anubis,B,8,1,0,False,0,2,775,False,True,False,False,True
Anubis,B,8,1,1,True,0,1,677,False,False,False,False,False
Anubis,B,8,1,0,True,0,2,787,False,True,False,False,False
Anubis,B,8,1,0,True,0,2,746,False,True,False,False,True
Anubis,S,3,1,0,False,0,0,791,False,False,True,False,True
Anubis,S,3,1,0,True,0,0,714,False,False,False,False,False
Anubis,S,3,1,0,False,0,1,684,False,False,True,False,True
Anubis,S,3,1,0,True,0,2,744,False,True,True,False,True
Anubis,S,3,1,1,True,0,0,698,False,False,True,False,False
Anubis,S,3,1,0,True,0,1,769,False,True,False,False,False
Anubis,S,3,1,0,False,0,2,767,False,True,False,False,True
Anubis,S,3,1,0,False,0,1,687,False,False,False,False,False
Anubis,S,3,1,0,False,0,0,715,False,True,False,False,True
Anubis,S,3,1,0,True,0,2,700,False,True,True,False,True
Anubis,B,3,1,0,False,0,3,802,False,True,False,False,True
Anubis,B,3,1,0,False,0,0,768,False,False,False,False,False
Anubis,B,3,1,0,False,0,0,764,False,False,False,False,True
Anubis,B,3,1,0,False,0,0,736,False,False,False,False,True
Anubis,B,3,1,0,True,0,2,766,False,False,True,False,False
Anubis,B,3,1,0,True,0,1,738,False,True,False,False,False
Anubis,B,3,1,0,True,0,2,765,False,True,False,False,True
Anubis,B,3,1,0,True,0,0,742,False,True,True,True,False
Anubis,B,3,1,0,False,0,3,707,False,True,False,False,False
Anubis,B,3,1,0,False,0,2,803,False,True,False,False,True
Anubis,P,3,1,0,False,0,2,789,False,True,True,False,True
Anubis,P,3,1,0,True,0,0,767,False,False,False,False,False
Anubis,P,3,1,0,False,1,6,693,False,False,True,False,True
Anubis,P,3,1,0,False,0,2,791,False,False,False,False,True
Anubis,P,3,1,0,True,0,1,734,False,False,True,False,False
Anubis,P,3,1,0,False,2,0,778,False,True,False,False,False
Anubis,P,3,1,0,True,0,2,772,False,True,True,False,True
Anubis,P,3,1,0,True,0,0,684,False,False,False,False,False
Anubis,P,3,1,0,False,0,0,730,False,False,False,False,False
Anubis,P,3,1,0,False,0,2,791,False,True,False,False,True
